ShipmentNumber,ExceptionCode,ExceptionDescription,ExceptionCategory,SeverityCode,ExceptionStatus,ExceptionDateTime,ResolvedDateTime,DelayMinutesImpact,ResponsibleParty,Notes
SHP0001798,MSCN,Missed Scan,Process,Medium,Closed,2025-05-24 16:43:50,2025-05-25 02:59:37,384,Operations,Expected scan was not captured on time.
SHP0001802,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-23 22:18:41,2025-05-24 18:32:35,1050,Carrier,Equipment failure caused an operational delay.
SHP0001804,ADDR,Address Issue,Address,Medium,Closed,2025-04-23 21:20:41,2025-04-25 03:30:33,900,Customer,Delivery address requires correction or validation.
SHP0001805,WX,Weather Delay,Weather,High,Closed,2025-05-01 21:58:26,2025-05-02 11:06:53,925,Carrier,Shipment delayed because of weather conditions.
SHP0001807,ADDR,Address Issue,Address,Medium,Closed,2025-04-12 08:36:25,2025-04-13 01:32:27,525,Customer,Delivery address requires correction or validation.
SHP0001809,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-05 08:29:35,2025-03-07 01:59:32,2272,Carrier,Shipment flagged for damage inspection.
SHP0001811,MSCN,Missed Scan,Process,Medium,Closed,2025-05-30 15:50:58,2025-05-31 08:53:47,462,Operations,Expected scan was not captured on time.
SHP0001813,ADDR,Address Issue,Address,Medium,Closed,2025-06-30 11:28:00,2025-06-30 22:48:12,179,Customer,Delivery address requires correction or validation.
SHP0001816,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-10 10:41:40,2025-05-11 11:18:55,856,Carrier,Equipment failure caused an operational delay.
SHP0001817,ADDR,Address Issue,Address,Medium,Closed,2025-02-04 12:51:37,2025-02-04 23:11:12,146,Customer,Delivery address requires correction or validation.
SHP0001818,MSCN,Missed Scan,Process,Medium,Closed,2025-07-29 08:52:02,2025-07-29 10:45:18,83,Operations,Expected scan was not captured on time.
SHP0001820,MSCN,Missed Scan,Process,Medium,Closed,2025-01-15 03:33:49,2025-01-15 19:56:34,393,Operations,Expected scan was not captured on time.
SHP0001825,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-14 17:23:46,2025-04-16 04:45:34,1626,Carrier,Shipment flagged for damage inspection.
SHP0001826,WX,Weather Delay,Weather,High,Closed,2025-07-10 11:21:18,2025-07-11 09:46:25,1126,Carrier,Shipment delayed because of weather conditions.
SHP0001827,MSCN,Missed Scan,Process,Medium,Closed,2025-07-18 15:08:28,2025-07-18 21:27:17,162,Operations,Expected scan was not captured on time.
SHP0001828,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-21 07:48:40,2025-04-21 16:32:24,579,Carrier,Shipment flagged for damage inspection.
SHP0001830,MSCN,Missed Scan,Process,Medium,Closed,2025-03-19 05:31:43,2025-03-19 11:42:48,257,Operations,Expected scan was not captured on time.
SHP0001832,WX,Weather Delay,Weather,High,Closed,2025-07-13 23:11:55,2025-07-14 23:13:04,715,Carrier,Shipment delayed because of weather conditions.
SHP0001838,MECH,Equipment Failure,Mechanical,High,Closed,2025-06-02 02:23:45,2025-06-02 18:56:39,192,Carrier,Equipment failure caused an operational delay.
SHP0001847,WX,Weather Delay,Weather,High,Closed,2025-07-29 11:08:48,2025-07-30 01:21:49,754,Carrier,Shipment delayed because of weather conditions.
SHP0001850,WX,Weather Delay,Weather,High,Closed,2025-07-24 17:07:36,2025-07-26 02:42:12,1202,Carrier,Shipment delayed because of weather conditions.
SHP0001863,WX,Weather Delay,Weather,High,Closed,2025-02-24 16:40:13,2025-02-25 12:47:57,1157,Carrier,Shipment delayed because of weather conditions.
SHP0001872,WX,Weather Delay,Weather,High,Closed,2025-01-26 12:46:51,2025-01-27 14:18:27,790,Carrier,Shipment delayed because of weather conditions.
SHP0001873,MSCN,Missed Scan,Process,Medium,Closed,2025-09-04 21:35:38,2025-09-05 10:47:38,85,Operations,Expected scan was not captured on time.
SHP0001874,ADDR,Address Issue,Address,Medium,Closed,2025-02-14 06:11:05,2025-02-15 19:49:54,1351,Customer,Delivery address requires correction or validation.
SHP0001876,WX,Weather Delay,Weather,High,Closed,2025-01-25 23:37:04,2025-01-26 15:58:32,520,Carrier,Shipment delayed because of weather conditions.
SHP0001879,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-17 18:57:05,2025-04-19 22:24:39,2668,Carrier,Shipment flagged for damage inspection.
SHP0001882,MSCN,Missed Scan,Process,Medium,Closed,2025-02-22 09:22:46,2025-02-22 16:06:28,72,Operations,Expected scan was not captured on time.
SHP0001884,WX,Weather Delay,Weather,High,Closed,2025-08-23 13:06:34,2025-08-24 10:50:06,728,Carrier,Shipment delayed because of weather conditions.
SHP0001885,WX,Weather Delay,Weather,High,Closed,2025-02-06 00:38:07,2025-02-06 21:54:46,752,Carrier,Shipment delayed because of weather conditions.
SHP0001886,WX,Weather Delay,Weather,High,Closed,2025-04-29 17:04:31,2025-04-30 17:33:03,977,Carrier,Shipment delayed because of weather conditions.
SHP0001887,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-13 23:28:00,2025-04-16 02:16:21,2535,Carrier,Shipment flagged for damage inspection.
SHP0001892,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-10 07:27:54,2025-01-11 00:36:22,1032,Carrier,Equipment failure caused an operational delay.
SHP0001909,MSCN,Missed Scan,Process,Medium,Closed,2025-06-03 17:47:32,2025-06-04 08:20:26,70,Operations,Expected scan was not captured on time.
SHP0001913,ADDR,Address Issue,Address,Medium,Closed,2025-04-21 00:26:59,2025-04-22 02:30:52,861,Customer,Delivery address requires correction or validation.
SHP0001914,MSCN,Missed Scan,Process,Medium,Closed,2025-04-12 13:15:50,2025-04-13 05:00:18,293,Operations,Expected scan was not captured on time.
SHP0001915,MSCN,Missed Scan,Process,Medium,Closed,2025-08-05 21:39:45,2025-08-06 13:48:51,193,Operations,Expected scan was not captured on time.
SHP0001917,ADDR,Address Issue,Address,Medium,Closed,2025-07-28 07:43:21,2025-07-29 18:44:35,1337,Customer,Delivery address requires correction or validation.
SHP0001919,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-12 17:48:26,2025-04-14 19:53:09,2857,Carrier,Shipment flagged for damage inspection.
SHP0001920,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-28 17:24:25,2025-03-30 15:37:48,2407,Carrier,Shipment flagged for damage inspection.
SHP0001921,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-05 01:43:03,2025-07-05 21:50:20,1181,Carrier,Shipment flagged for damage inspection.
SHP0001927,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-12 05:19:28,2025-07-12 16:27:31,1874,Carrier,Shipment flagged for damage inspection.
SHP0001932,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-26 03:42:46,2025-07-27 06:39:07,1206,Carrier,Equipment failure caused an operational delay.
SHP0001934,WX,Weather Delay,Weather,High,Closed,2025-09-30 16:08:54,2025-09-30 23:34:14,362,Carrier,Shipment delayed because of weather conditions.
SHP0001938,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-11 20:04:22,2025-03-13 19:28:54,2641,Carrier,Shipment flagged for damage inspection.
SHP0001939,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-18 16:49:57,2025-08-20 16:45:30,2576,Carrier,Shipment flagged for damage inspection.
SHP0001940,MSCN,Missed Scan,Process,Medium,Closed,2025-07-13 16:32:51,2025-07-14 03:11:08,261,Operations,Expected scan was not captured on time.
SHP0001941,ADDR,Address Issue,Address,Medium,Closed,2025-07-16 10:38:12,2025-07-17 15:20:55,1297,Customer,Delivery address requires correction or validation.
SHP0001943,ADDR,Address Issue,Address,Medium,Closed,2025-03-18 05:59:15,2025-03-18 13:44:04,316,Customer,Delivery address requires correction or validation.
SHP0001945,WX,Weather Delay,Weather,High,Closed,2025-03-09 21:47:02,2025-03-10 09:58:10,529,Carrier,Shipment delayed because of weather conditions.
SHP0001946,WX,Weather Delay,Weather,High,Closed,2025-06-06 04:18:48,2025-06-06 23:22:51,1091,Carrier,Shipment delayed because of weather conditions.
SHP0001948,WX,Weather Delay,Weather,High,Open,2025-09-08 07:15:01,,1507,Carrier,Shipment delayed because of weather conditions.
SHP0001950,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-06 01:27:44,2025-09-07 03:41:29,1379,Carrier,Shipment flagged for damage inspection.
SHP0001953,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-12 13:09:29,2025-03-14 13:36:37,2082,Carrier,Shipment flagged for damage inspection.
SHP0001954,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-17 21:28:44,2025-03-19 02:04:16,1288,Carrier,Shipment flagged for damage inspection.
SHP0001955,WX,Weather Delay,Weather,High,Open,2025-02-11 01:53:32,,263,Carrier,Shipment delayed because of weather conditions.
SHP0001956,WX,Weather Delay,Weather,High,Closed,2025-04-08 02:58:49,2025-04-09 01:06:58,1319,Carrier,Shipment delayed because of weather conditions.
SHP0001957,WX,Weather Delay,Weather,High,Closed,2025-07-31 18:09:40,2025-08-01 18:35:51,1255,Carrier,Shipment delayed because of weather conditions.
SHP0001958,MSCN,Missed Scan,Process,Medium,Closed,2025-02-13 03:24:34,2025-02-13 17:27:05,84,Operations,Expected scan was not captured on time.
SHP0001959,MSCN,Missed Scan,Process,Medium,Open,2025-09-28 15:22:28,,502,Operations,Expected scan was not captured on time.
SHP0001961,WX,Weather Delay,Weather,High,Closed,2025-05-11 19:25:09,2025-05-13 10:45:45,1571,Carrier,Shipment delayed because of weather conditions.
SHP0001966,WX,Weather Delay,Weather,High,Closed,2025-01-20 19:59:07,2025-01-21 07:20:39,458,Carrier,Shipment delayed because of weather conditions.
SHP0001972,WX,Weather Delay,Weather,High,Closed,2025-09-10 00:21:08,2025-09-10 19:53:27,597,Carrier,Shipment delayed because of weather conditions.
SHP0001973,ADDR,Address Issue,Address,Medium,Open,2025-06-10 21:52:00,,1052,Customer,Delivery address requires correction or validation.
SHP0001976,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-16 19:46:42,2025-04-17 12:20:48,438,Carrier,Equipment failure caused an operational delay.
SHP0001987,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-17 05:04:48,2025-07-17 09:41:34,94,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0001989,WX,Weather Delay,Weather,High,Closed,2025-05-12 12:13:51,2025-05-12 23:55:08,841,Carrier,Shipment delayed because of weather conditions.
SHP0001997,MSCN,Missed Scan,Process,Medium,Closed,2025-06-04 05:55:23,2025-06-04 23:01:51,264,Operations,Expected scan was not captured on time.
SHP0001999,MSCN,Missed Scan,Process,Medium,Closed,2025-06-01 22:37:31,2025-06-02 22:07:46,524,Operations,Expected scan was not captured on time.
SHP0002005,WX,Weather Delay,Weather,High,Closed,2025-09-08 12:29:05,2025-09-09 13:57:49,1035,Carrier,Shipment delayed because of weather conditions.
SHP0002007,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-14 10:28:31,2025-02-14 15:26:13,100,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0002009,ADDR,Address Issue,Address,Medium,Closed,2025-04-20 21:04:58,2025-04-22 07:27:34,1410,Customer,Delivery address requires correction or validation.
SHP0002011,WX,Weather Delay,Weather,High,Closed,2025-07-12 15:31:13,2025-07-13 16:07:23,1318,Carrier,Shipment delayed because of weather conditions.
SHP0002012,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-20 08:40:47,2025-05-21 01:41:38,1262,Carrier,Shipment flagged for damage inspection.
SHP0002013,MSCN,Missed Scan,Process,Medium,Closed,2025-03-08 06:30:10,2025-03-08 15:59:58,143,Operations,Expected scan was not captured on time.
SHP0002019,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-09 03:48:27,2025-05-09 09:46:02,296,Carrier,Equipment failure caused an operational delay.
SHP0002021,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-30 16:06:07,2025-04-30 20:41:21,345,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0002025,MSCN,Missed Scan,Process,Medium,Closed,2025-08-17 09:07:45,2025-08-17 17:07:36,97,Operations,Expected scan was not captured on time.
SHP0002026,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-29 19:54:53,2025-09-30 09:13:02,534,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0002031,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-13 18:57:07,2025-02-15 19:33:27,2571,Carrier,Shipment flagged for damage inspection.
SHP0002034,MSCN,Missed Scan,Process,Medium,Open,2025-05-01 05:33:07,,426,Operations,Expected scan was not captured on time.
SHP0002035,MSCN,Missed Scan,Process,Medium,Closed,2025-05-16 13:52:29,2025-05-16 18:39:52,77,Operations,Expected scan was not captured on time.
SHP0002037,WX,Weather Delay,Weather,High,Closed,2025-05-21 08:47:19,2025-05-22 10:16:30,1193,Carrier,Shipment delayed because of weather conditions.
SHP0002038,WX,Weather Delay,Weather,High,Closed,2025-02-15 22:26:57,2025-02-17 04:47:40,1561,Carrier,Shipment delayed because of weather conditions.
SHP0002039,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-26 18:22:28,2025-04-27 06:13:47,625,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0002040,WX,Weather Delay,Weather,High,Closed,2025-03-30 00:28:16,2025-03-30 22:34:17,670,Carrier,Shipment delayed because of weather conditions.
SHP0002047,ADDR,Address Issue,Address,Medium,Closed,2025-08-20 08:35:47,2025-08-21 11:41:57,1152,Customer,Delivery address requires correction or validation.
SHP0002048,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-11 06:09:33,2025-07-11 14:51:27,306,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0002053,WX,Weather Delay,Weather,High,Closed,2025-07-16 13:32:32,2025-07-17 19:27:50,1338,Carrier,Shipment delayed because of weather conditions.
SHP0002054,ADDR,Address Issue,Address,Medium,Closed,2025-08-23 12:32:02,2025-08-23 19:18:46,282,Customer,Delivery address requires correction or validation.
SHP0002058,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-25 21:36:50,2025-01-26 01:58:52,60,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0002067,WX,Weather Delay,Weather,High,Closed,2025-08-21 23:59:50,2025-08-23 02:17:16,1255,Carrier,Shipment delayed because of weather conditions.
SHP0002068,WX,Weather Delay,Weather,High,Closed,2025-05-21 22:15:04,2025-05-23 12:33:02,1585,Carrier,Shipment delayed because of weather conditions.
SHP0002069,ADDR,Address Issue,Address,Medium,Closed,2025-08-09 21:49:14,2025-08-10 15:38:51,510,Customer,Delivery address requires correction or validation.
SHP0002070,MECH,Equipment Failure,Mechanical,High,Open,2025-06-15 12:18:28,,216,Carrier,Equipment failure caused an operational delay.
SHP0002073,MSCN,Missed Scan,Process,Medium,Closed,2025-08-26 21:08:12,2025-08-27 05:08:31,31,Operations,Expected scan was not captured on time.
SHP0002078,CAP,Capacity Constraint,Capacity,Medium,Open,2025-02-04 04:25:29,,847,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0002083,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-13 21:57:17,2025-08-14 23:12:49,1227,Carrier,Equipment failure caused an operational delay.
SHP0002084,ADDR,Address Issue,Address,Medium,Closed,2025-03-07 10:46:42,2025-03-07 11:43:49,145,Customer,Delivery address requires correction or validation.
SHP0002085,MSCN,Missed Scan,Process,Medium,Closed,2025-02-25 23:09:55,2025-02-26 14:48:35,404,Operations,Expected scan was not captured on time.
SHP0002089,WX,Weather Delay,Weather,High,Closed,2025-07-10 12:23:12,2025-07-12 01:39:35,1548,Carrier,Shipment delayed because of weather conditions.
SHP0002092,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-29 09:10:25,2025-01-30 04:40:59,1006,Carrier,Equipment failure caused an operational delay.
SHP0002095,ADDR,Address Issue,Address,Medium,Closed,2025-03-23 02:16:52,2025-03-24 00:07:59,1285,Customer,Delivery address requires correction or validation.
SHP0002097,MSCN,Missed Scan,Process,Medium,Closed,2025-06-06 18:12:33,2025-06-07 09:53:31,267,Operations,Expected scan was not captured on time.
SHP0002099,MSCN,Missed Scan,Process,Medium,Closed,2025-09-04 13:38:28,2025-09-05 01:54:52,332,Operations,Expected scan was not captured on time.
SHP0002100,ADDR,Address Issue,Address,Medium,Closed,2025-05-02 07:17:40,2025-05-03 02:11:22,916,Customer,Delivery address requires correction or validation.
SHP0002101,MSCN,Missed Scan,Process,Medium,Open,2025-02-18 20:44:11,,259,Operations,Expected scan was not captured on time.
SHP0002103,WX,Weather Delay,Weather,High,Closed,2025-08-27 04:50:43,2025-08-28 14:33:54,1430,Carrier,Shipment delayed because of weather conditions.
SHP0002104,ADDR,Address Issue,Address,Medium,Closed,2025-02-04 16:36:35,2025-02-05 02:13:09,538,Customer,Delivery address requires correction or validation.
SHP0002107,WX,Weather Delay,Weather,High,Closed,2025-02-28 22:25:08,2025-03-01 03:59:17,357,Carrier,Shipment delayed because of weather conditions.
SHP0002112,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-30 16:44:28,2025-07-31 18:38:28,923,Carrier,Equipment failure caused an operational delay.
SHP0002113,ADDR,Address Issue,Address,Medium,Closed,2025-06-24 13:23:45,2025-06-25 12:50:36,979,Customer,Delivery address requires correction or validation.
SHP0002114,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-21 14:10:31,2025-07-22 07:47:11,738,Carrier,Shipment flagged for damage inspection.
SHP0002116,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-05 15:38:35,2025-08-06 01:23:17,182,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0002117,MSCN,Missed Scan,Process,Medium,Closed,2025-04-15 01:36:57,2025-04-15 15:29:58,410,Operations,Expected scan was not captured on time.
SHP0002118,WX,Weather Delay,Weather,High,Closed,2025-05-05 05:51:47,2025-05-05 17:53:34,532,Carrier,Shipment delayed because of weather conditions.
SHP0002120,ADDR,Address Issue,Address,Medium,Closed,2025-03-01 02:15:00,2025-03-01 17:18:52,728,Customer,Delivery address requires correction or validation.
SHP0002122,ADDR,Address Issue,Address,Medium,Closed,2025-03-03 00:14:23,2025-03-04 08:14:08,1371,Customer,Delivery address requires correction or validation.
SHP0002126,WX,Weather Delay,Weather,High,Closed,2025-05-05 07:13:08,2025-05-06 10:39:53,1613,Carrier,Shipment delayed because of weather conditions.
