ShipmentNumber,EventSequenceNumber,StatusCode,StatusDescription,EventDateTime,LocationCode,ScanType,EventSource,ExceptionCode,Notes
SHP0000268,8,DELIVERED,Shipment delivered to customer.,2025-01-19 01:37:04,ATL_HUB,Delivery,Handheld,,
SHP0000269,1,CREATED,Shipment created in transportation management system.,2025-07-20 06:25:00,TUS_HUB,System,TMS,,
SHP0000269,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-20 07:25:00,TUS_HUB,System,TMS,,
SHP0000269,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-20 18:37:59,TUS_HUB,Scan,Handheld,,
SHP0000269,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-20 19:37:17,TUS_HUB,Scan,Handheld,,
SHP0000269,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-20 13:28:39,PHX_DC,Scan,EDI,,
SHP0000269,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-20 12:45:26,PHX_DC,Scan,Handheld,,
SHP0000269,7,DELIVERED,Shipment delivered to customer.,2025-07-20 15:57:47,PHX_DC,Delivery,Handheld,,
SHP0000270,1,CREATED,Shipment created in transportation management system.,2025-08-05 01:34:00,LAX_DC,System,TMS,,
SHP0000270,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-05 02:34:00,LAX_DC,System,TMS,,
SHP0000270,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-05 17:33:48,LAX_DC,Scan,Handheld,,
SHP0000270,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-05 18:31:21,LAX_DC,Scan,Handheld,,
SHP0000270,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-05 11:00:58,SAN_DEP,Scan,EDI,,
SHP0000270,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-05 15:43:01,SAN_DEP,Scan,Handheld,,
SHP0000270,7,DELIVERED,Shipment delivered to customer.,2025-08-05 20:00:41,SAN_DEP,Delivery,Handheld,,
SHP0000271,1,CREATED,Shipment created in transportation management system.,2025-08-23 21:00:00,TUS_HUB,System,TMS,,
SHP0000271,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-23 22:00:00,TUS_HUB,System,TMS,,
SHP0000271,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-24 12:51:09,TUS_HUB,Scan,Handheld,,
SHP0000271,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-24 14:37:21,TUS_HUB,Scan,Handheld,,
SHP0000271,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-24 11:17:35,PHX_DC,Scan,EDI,,
SHP0000271,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-24 17:47:35,PHX_DC,Scan,Handheld,,
SHP0000271,7,DELIVERED,Shipment delivered to customer.,2025-08-24 21:11:40,PHX_DC,Delivery,Handheld,,
SHP0000272,1,CREATED,Shipment created in transportation management system.,2025-03-04 10:29:00,DAL_DC,System,TMS,,
SHP0000272,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-04 11:29:00,DAL_DC,System,TMS,,
SHP0000272,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-04 20:00:19,DAL_DC,Scan,Handheld,,
SHP0000272,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-04 21:59:18,DAL_DC,Scan,Handheld,,
SHP0000272,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-05 05:33:06,CHI_DC,Scan,EDI,,
SHP0000272,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-03-05 06:25:53,DAL_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000272,7,RESOLVED,Shipment exception resolved.,2025-03-05 19:41:50,CHI_DC,System,TMS,WX,Exception closed and shipment released.
SHP0000272,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-05 17:18:55,CHI_DC,Scan,Handheld,,
SHP0000272,9,DELIVERED,Shipment delivered to customer.,2025-03-05 22:04:16,CHI_DC,Delivery,Handheld,,
SHP0000273,1,CREATED,Shipment created in transportation management system.,2025-06-08 18:10:00,HOU_HUB,System,TMS,,
SHP0000273,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-08 19:10:00,HOU_HUB,System,TMS,,
SHP0000273,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-09 08:23:21,HOU_HUB,Scan,Handheld,,
SHP0000273,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-09 09:32:08,HOU_HUB,Scan,Handheld,,
SHP0000273,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-09 12:53:03,ATL_HUB,Scan,EDI,,
SHP0000273,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-06-09 17:45:32,ATL_HUB,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0000273,7,RESOLVED,Shipment exception resolved.,2025-06-10 01:12:56,ATL_HUB,System,TMS,ADDR,Exception closed and shipment released.
SHP0000273,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-09 21:33:27,ATL_HUB,Scan,Handheld,,
SHP0000273,9,DELIVERED,Shipment delivered to customer.,2025-06-10 02:18:49,ATL_HUB,Delivery,Handheld,,
SHP0000274,1,CREATED,Shipment created in transportation management system.,2025-08-29 14:36:00,KC_DEP,System,TMS,,
SHP0000274,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-29 15:36:00,KC_DEP,System,TMS,,
SHP0000274,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-29 21:11:06,KC_DEP,Scan,Handheld,,
SHP0000274,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-29 22:22:31,KC_DEP,Scan,Handheld,,
SHP0000274,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-29 21:53:46,CHI_DC,Scan,EDI,,
SHP0000274,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-30 02:44:14,CHI_DC,Scan,Handheld,,
SHP0000274,7,DELIVERED,Shipment delivered to customer.,2025-08-30 05:30:13,CHI_DC,Delivery,Handheld,,
SHP0000275,1,CREATED,Shipment created in transportation management system.,2025-06-08 12:42:00,HOU_HUB,System,TMS,,
SHP0000275,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-08 13:42:00,HOU_HUB,System,TMS,,
SHP0000275,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-09 03:55:16,HOU_HUB,Scan,Handheld,,
SHP0000275,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-09 04:55:05,HOU_HUB,Scan,Handheld,,
SHP0000275,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-09 14:14:23,ATL_HUB,Scan,EDI,,
SHP0000275,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-06-09 16:14:43,HOU_HUB,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000275,7,RESOLVED,Shipment exception resolved.,2025-06-10 14:11:34,ATL_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0000275,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-10 13:12:24,ATL_HUB,Scan,Handheld,,
SHP0000275,9,DELIVERED,Shipment delivered to customer.,2025-06-10 17:04:02,ATL_HUB,Delivery,Handheld,,
SHP0000276,1,CREATED,Shipment created in transportation management system.,2025-05-29 01:58:00,DAL_DC,System,TMS,,
SHP0000276,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-29 02:58:00,DAL_DC,System,TMS,,
SHP0000276,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-29 11:31:21,DAL_DC,Scan,Handheld,,
SHP0000276,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-29 12:26:03,DAL_DC,Scan,Handheld,,
SHP0000276,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-29 21:24:25,DEN_DC,Scan,EDI,,
SHP0000276,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-05-29 13:06:29,DAL_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000276,7,RESOLVED,Shipment exception resolved.,2025-05-30 21:15:31,DEN_DC,System,TMS,WX,Exception closed and shipment released.
SHP0000276,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-30 21:11:18,DEN_DC,Scan,Handheld,,
SHP0000276,9,DELIVERED,Shipment delivered to customer.,2025-05-31 00:26:07,DEN_DC,Delivery,Handheld,,
SHP0000277,1,CREATED,Shipment created in transportation management system.,2025-06-01 15:48:00,LAS_HUB,System,TMS,,
SHP0000277,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-01 16:48:00,LAS_HUB,System,TMS,,
SHP0000277,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-02 11:14:40,LAS_HUB,Scan,Handheld,,
SHP0000277,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-02 13:17:42,LAS_HUB,Scan,Handheld,,
SHP0000277,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-02 14:43:55,DEN_DC,Scan,EDI,,
SHP0000277,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-02 18:47:08,DEN_DC,Scan,Handheld,,
SHP0000277,7,DELIVERED,Shipment delivered to customer.,2025-06-02 21:13:57,DEN_DC,Delivery,Handheld,,
SHP0000278,1,CREATED,Shipment created in transportation management system.,2025-07-19 02:28:00,DEN_DC,System,TMS,,
SHP0000278,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-19 03:28:00,DEN_DC,System,TMS,,
SHP0000278,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-19 18:51:28,DEN_DC,Scan,Handheld,,
SHP0000278,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-19 20:39:14,DEN_DC,Scan,Handheld,,
SHP0000278,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-20 15:05:28,SEA_DC,Scan,EDI,,
SHP0000278,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-20 12:23:21,SEA_DC,Scan,Handheld,,
SHP0000278,7,DELIVERED,Shipment delivered to customer.,2025-07-20 17:26:56,SEA_DC,Delivery,Handheld,,
SHP0000279,1,CREATED,Shipment created in transportation management system.,2025-09-28 06:57:00,PHX_DC,System,TMS,,
SHP0000279,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-28 07:57:00,PHX_DC,System,TMS,,
SHP0000279,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-28 19:50:25,PHX_DC,Scan,Handheld,,
SHP0000279,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-28 21:52:54,PHX_DC,Scan,Handheld,,
SHP0000279,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-29 14:45:12,DAL_DC,Scan,EDI,,
SHP0000279,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-29 16:18:57,DAL_DC,Scan,Handheld,,
SHP0000279,7,DELIVERED,Shipment delivered to customer.,2025-09-29 19:13:39,DAL_DC,Delivery,Handheld,,
SHP0000280,1,CREATED,Shipment created in transportation management system.,2025-09-11 07:26:00,ABQ_HUB,System,TMS,,
SHP0000280,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-11 08:26:00,ABQ_HUB,System,TMS,,
SHP0000280,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-12 01:27:13,ABQ_HUB,Scan,Handheld,,
SHP0000280,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-12 02:50:56,ABQ_HUB,Scan,Handheld,,
SHP0000280,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-12 11:50:07,DAL_DC,Scan,EDI,,
SHP0000280,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-12 12:54:32,DAL_DC,Scan,Handheld,,
SHP0000280,7,DELIVERED,Shipment delivered to customer.,2025-09-12 16:25:52,DAL_DC,Delivery,Handheld,,
SHP0000281,1,CREATED,Shipment created in transportation management system.,2025-04-13 13:10:00,DEN_DC,System,TMS,,
SHP0000281,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-13 14:10:00,DEN_DC,System,TMS,,
SHP0000281,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-13 19:44:15,DEN_DC,Scan,Handheld,,
SHP0000281,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-13 21:15:32,DEN_DC,Scan,Handheld,,
SHP0000281,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-14 05:59:05,KC_DEP,Scan,EDI,,
SHP0000281,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-04-14 05:31:15,DEN_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000281,7,RESOLVED,Shipment exception resolved.,2025-04-15 04:57:12,KC_DEP,System,TMS,WX,Exception closed and shipment released.
SHP0000281,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-15 08:28:24,KC_DEP,Scan,Handheld,,
SHP0000281,9,DELIVERED,Shipment delivered to customer.,2025-04-15 10:35:24,KC_DEP,Delivery,Handheld,,
SHP0000282,1,CREATED,Shipment created in transportation management system.,2025-03-28 21:12:00,ATL_HUB,System,TMS,,
SHP0000282,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-28 22:12:00,ATL_HUB,System,TMS,,
SHP0000282,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-29 12:53:16,ATL_HUB,Scan,Handheld,,
SHP0000282,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-29 14:29:32,ATL_HUB,Scan,Handheld,,
SHP0000282,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-29 11:50:09,ORL_DEP,Scan,EDI,,
SHP0000282,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-03-29 10:11:39,ORL_DEP,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0000282,7,RESOLVED,Shipment exception resolved.,2025-03-30 04:22:41,ORL_DEP,System,TMS,ADDR,Exception closed and shipment released.
SHP0000282,8,EXCEPTION_OPEN,Shipment is pending exception resolution.,2025-10-01 10:00:00,ORL_DEP,System,TMS,ADDR,Customer-impacting exception remains open.
SHP0000283,1,CREATED,Shipment created in transportation management system.,2025-04-26 04:31:00,ABQ_HUB,System,TMS,,
SHP0000283,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-26 05:31:00,ABQ_HUB,System,TMS,,
SHP0000283,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-26 15:13:18,ABQ_HUB,Scan,Handheld,,
SHP0000283,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-26 17:00:33,ABQ_HUB,Scan,Handheld,,
SHP0000283,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-27 00:08:48,DAL_DC,Scan,EDI,,
SHP0000283,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-27 06:09:21,DAL_DC,Scan,Handheld,,
SHP0000283,7,DELIVERED,Shipment delivered to customer.,2025-04-27 08:37:23,DAL_DC,Delivery,Handheld,,
SHP0000284,1,CREATED,Shipment created in transportation management system.,2025-07-09 13:24:00,PHX_DC,System,TMS,,
SHP0000284,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-09 14:24:00,PHX_DC,System,TMS,,
SHP0000284,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-10 01:51:57,PHX_DC,Scan,Handheld,,
SHP0000284,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-10 03:03:01,PHX_DC,Scan,Handheld,,
SHP0000284,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-10 02:20:17,ABQ_HUB,Scan,EDI,,
SHP0000284,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-07-10 02:15:41,PHX_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000284,7,RESOLVED,Shipment exception resolved.,2025-07-10 05:04:41,ABQ_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0000284,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-10 06:36:49,ABQ_HUB,Scan,Handheld,,
SHP0000284,9,DELIVERED,Shipment delivered to customer.,2025-07-10 10:44:24,ABQ_HUB,Delivery,Handheld,,
SHP0000285,1,CREATED,Shipment created in transportation management system.,2025-09-16 01:15:00,LAX_DC,System,TMS,,
SHP0000285,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-16 02:15:00,LAX_DC,System,TMS,,
SHP0000285,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-16 07:46:24,LAX_DC,Scan,Handheld,,
SHP0000285,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-16 10:35:58,LAX_DC,Scan,Handheld,,
SHP0000285,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-16 12:42:08,SLC_HUB,Scan,EDI,,
SHP0000285,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-09-16 09:32:00,SLC_HUB,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0000285,7,RESOLVED,Shipment exception resolved.,2025-09-17 09:55:56,SLC_HUB,System,TMS,ADDR,Exception closed and shipment released.
SHP0000285,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-17 10:49:17,SLC_HUB,Scan,Handheld,,
SHP0000285,9,DELIVERED,Shipment delivered to customer.,2025-09-17 15:24:03,SLC_HUB,Delivery,Handheld,,
SHP0000286,1,CREATED,Shipment created in transportation management system.,2025-01-28 04:35:00,DAL_DC,System,TMS,,
SHP0000286,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-28 05:35:00,DAL_DC,System,TMS,,
SHP0000286,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-28 12:59:50,DAL_DC,Scan,Handheld,,
SHP0000286,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-28 14:57:49,DAL_DC,Scan,Handheld,,
SHP0000286,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-28 12:29:07,HOU_HUB,Scan,EDI,,
SHP0000286,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-01-28 07:39:36,DAL_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0000286,7,RESOLVED,Shipment exception resolved.,2025-01-29 06:35:26,HOU_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0000286,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-29 04:24:31,HOU_HUB,Scan,Handheld,,
SHP0000286,9,DELIVERED,Shipment delivered to customer.,2025-01-29 07:40:30,HOU_HUB,Delivery,Handheld,,
SHP0000287,1,CREATED,Shipment created in transportation management system.,2025-01-26 21:16:00,DEN_DC,System,TMS,,
SHP0000287,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-26 22:16:00,DEN_DC,System,TMS,,
SHP0000287,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-27 12:39:10,DEN_DC,Scan,Handheld,,
SHP0000287,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-27 14:33:44,DEN_DC,Scan,Handheld,,
SHP0000287,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-01-27 13:50:05,KC_DEP,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0000287,6,RESOLVED,Shipment exception resolved.,2025-01-28 02:22:55,KC_DEP,System,TMS,MSCN,Exception closed and shipment released.
SHP0000287,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-28 00:24:14,KC_DEP,Scan,Handheld,,
SHP0000287,8,DELIVERED,Shipment delivered to customer.,2025-01-28 05:16:49,KC_DEP,Delivery,Handheld,,
SHP0000288,1,CREATED,Shipment created in transportation management system.,2025-05-21 05:08:00,PHX_DC,System,TMS,,
SHP0000288,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-21 06:08:00,PHX_DC,System,TMS,,
SHP0000288,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-21 21:02:37,PHX_DC,Scan,Handheld,,
SHP0000288,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-21 21:58:28,PHX_DC,Scan,Handheld,,
SHP0000288,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-22 12:58:32,DAL_DC,Scan,EDI,,
SHP0000288,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-22 13:43:27,DAL_DC,Scan,Handheld,,
SHP0000288,7,DELIVERED,Shipment delivered to customer.,2025-05-22 18:17:25,DAL_DC,Delivery,Handheld,,
SHP0000289,1,CREATED,Shipment created in transportation management system.,2025-01-15 13:40:00,DAL_DC,System,TMS,,
SHP0000289,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-15 14:40:00,DAL_DC,System,TMS,,
SHP0000289,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-15 23:39:39,DAL_DC,Scan,Handheld,,
SHP0000289,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-16 01:30:42,DAL_DC,Scan,Handheld,,
SHP0000289,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-16 10:22:42,DEN_DC,Scan,EDI,,
SHP0000289,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-16 17:23:51,DEN_DC,Scan,Handheld,,
SHP0000289,7,DELIVERED,Shipment delivered to customer.,2025-01-16 21:03:35,DEN_DC,Delivery,Handheld,,
SHP0000290,1,CREATED,Shipment created in transportation management system.,2025-06-13 20:06:00,ABQ_HUB,System,TMS,,
SHP0000290,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-13 21:06:00,ABQ_HUB,System,TMS,,
SHP0000290,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-13 22:52:48,ABQ_HUB,Scan,Handheld,,
SHP0000290,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-14 01:17:51,ABQ_HUB,Scan,Handheld,,
SHP0000290,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-14 08:29:18,DAL_DC,Scan,EDI,,
SHP0000290,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-14 13:21:54,DAL_DC,Scan,Handheld,,
SHP0000290,7,DELIVERED,Shipment delivered to customer.,2025-06-14 15:09:12,DAL_DC,Delivery,Handheld,,
SHP0000291,1,CREATED,Shipment created in transportation management system.,2025-01-08 04:34:00,DEN_DC,System,TMS,,
SHP0000291,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-08 05:34:00,DEN_DC,System,TMS,,
SHP0000291,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-08 17:09:30,DEN_DC,Scan,Handheld,,
SHP0000291,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-08 18:09:55,DEN_DC,Scan,Handheld,,
SHP0000291,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-08 21:24:10,OMA_HUB,Scan,EDI,,
SHP0000291,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-01-08 17:22:28,OMA_HUB,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0000291,7,RESOLVED,Shipment exception resolved.,2025-01-09 06:00:50,OMA_HUB,System,TMS,ADDR,Exception closed and shipment released.
SHP0000291,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-09 04:33:02,OMA_HUB,Scan,Handheld,,
SHP0000291,9,DELIVERED,Shipment delivered to customer.,2025-01-09 06:51:40,OMA_HUB,Delivery,Handheld,,
SHP0000292,1,CREATED,Shipment created in transportation management system.,2025-04-29 07:12:00,DAL_DC,System,TMS,,
SHP0000292,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-29 08:12:00,DAL_DC,System,TMS,,
SHP0000292,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-29 13:34:47,DAL_DC,Scan,Handheld,,
SHP0000292,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-29 15:34:30,DAL_DC,Scan,Handheld,,
SHP0000292,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-29 12:09:29,HOU_HUB,Scan,EDI,,
SHP0000292,6,EQUIPMENT_BREAKDOWN,Equipment failure caused an operational delay.,2025-04-29 03:19:03,DAL_DC,Alert,CarrierEDI,MECH,Equipment failure caused an operational delay.
SHP0000292,7,RESOLVED,Shipment exception resolved.,2025-04-30 03:53:39,HOU_HUB,System,TMS,MECH,Exception closed and shipment released.
SHP0000292,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-30 02:43:05,HOU_HUB,Scan,Handheld,,
SHP0000292,9,DELIVERED,Shipment delivered to customer.,2025-04-30 04:37:05,HOU_HUB,Delivery,Handheld,,
